level,sat,ordered,age,speed,single,dist,income,range
1,6,2,26,1,0,132,109213.1303,2
1,7,2,26,2,1,97,99837.25213,2
1,7,5,26,1,0,118,102813.8986,2
1,6,5,25,2,0,121,123166.8761,3
0,5,3,25,2,0,107,94602.31505,2
1,6,4,26,1,0,138,122386.7865,3
1,7,4,26,2,0,78,119650.6251,2
1,7,4,25,1,0,124,88548.44808,2
0,5,2,25,1,0,90,109323.8645,2
1,6,3,25,1,0,141,96663.47126,2
1,6,5,26,1,0,125,90187.84417,2
0,3,5,26,3,0,72,97205.18075,2
1,7,1,25,2,0,131,116231.7611,2
1,6,6,27,2,0,83,83577.58084,2
0,5,2,25,2,0,70,95515.01732,2
1,6,2,26,2,0,119,69934.63577,1
1,6,6,26,1,0,147,91996.05868,2
0,5,2,25,3,0,88,97436.24574,2
0,4,2,26,1,0,86,101104.1375,2
0,5,2,25,1,0,114,77525.61189,1
0,4,3,25,1,1,113,119291.9893,2
1,7,4,25,2,0,150,103717.0607,2
1,6,3,26,1,0,110,102538.8589,2
1,6,4,26,1,0,115,126038.6411,3
0,5,2,26,2,0,137,94367.95146,2
0,5,2,27,1,0,138,119051.2234,2
1,7,4,26,1,0,113,99722.03451,2
1,6,3,26,1,0,103,85242.38311,2
1,6,2,26,1,0,122,86789.67027,2
1,7,3,26,1,0,140,85806.25263,2
0,5,3,27,2,0,105,102044.5501,2
1,6,5,26,3,0,110,91331.56738,2
0,5,3,25,3,0,82,85678.60541,2
1,6,5,27,3,0,84,91315.138,2
1,6,5,26,1,1,48,105498.1531,2
1,6,3,25,1,0,63,100481.7433,2
1,7,5,26,3,0,101,111040.5331,2
1,7,6,26,1,1,60,111224.6625,2
0,5,2,26,2,0,117,112156.7979,2
1,7,5,25,1,0,71,122784.032,3
1,7,5,26,1,0,101,110814.7874,2
0,5,3,26,3,0,90,98435.61162,2
1,6,3,26,2,0,50,98240.4645,2
1,7,6,26,1,1,94,90783.72331,2
1,6,3,25,1,0,78,94145.62157,2
1,7,6,26,1,0,83,96761.39775,2
1,7,2,26,1,0,108,108501.235,2
0,5,4,25,1,0,156,77467.2678,1
0,5,2,26,1,0,107,72550.85305,1
1,7,5,25,1,0,97,88030.53984,2
1,6,3,26,3,0,47,82565.24561,2
1,6,3,26,1,0,138,103989.5637,2
1,6,3,26,1,0,75,98625.23554,2
0,5,3,26,2,0,107,83088.75811,2
1,6,2,26,1,0,93,79110.84452,1
0,5,2,25,1,0,76,107270.2049,2
1,6,2,26,3,0,89,106939.3336,2
1,7,5,26,1,0,96,109425.5841,2
1,7,5,26,3,1,104,95637.5504,2
0,5,4,26,1,0,126,99325.72568,2
1,6,5,26,1,0,102,95672.75493,2
0,5,3,25,2,0,130,102953.516,2
0,5,2,26,3,0,71,122422.1709,3
1,6,2,25,1,1,129,107129.6847,2
1,6,2,25,1,0,108,84552.40886,2
0,5,2,26,2,0,118,93961.12333,2
0,4,1,26,2,0,123,135241.9421,3
0,5,3,26,1,1,103,106357.1238,2
0,5,2,26,2,0,98,85674.1491,2
0,5,3,26,1,0,80,104303.1308,2
1,6,3,25,1,0,75,126060.4969,3
1,6,5,25,1,0,104,119693.8626,2
1,6,2,26,1,0,63,116976.636,2
0,5,2,26,3,0,135,93021.06297,2
1,7,4,26,1,0,93,114300.4635,2
1,6,2,25,3,0,112,86521.9019,2
1,7,2,25,2,0,126,93343.77574,2
1,7,2,25,1,0,116,103159.5452,2
1,7,5,26,2,0,60,100562.7355,2
1,6,5,26,2,1,96,112830.7392,2
1,6,4,26,2,0,85,109392.6117,2
0,4,2,26,2,0,96,95929.47438,2
1,6,3,26,2,0,98,83307.33046,2
1,6,1,25,1,0,104,84666.62947,2
0,5,2,26,2,0,97,107022.5438,2
0,5,3,26,3,0,86,98096.50267,2
1,6,5,26,1,0,160,97552.65103,2
0,5,3,25,1,0,75,121779.8751,3
1,6,3,25,1,0,139,91863.39112,2
0,5,5,26,2,0,102,76724.71555,1
1,6,3,25,2,0,103,96139.84381,2
0,5,1,27,1,0,103,94587.47496,2
1,6,4,26,1,0,42,66824.47288,1
0,5,2,26,2,1,101,87556.96708,2
0,5,2,26,1,0,126,103304.573,2
1,6,2,25,1,0,133,73995.84036,1
1,7,6,26,1,1,93,96872.68232,2
0,5,4,25,3,0,140,113649.9227,2
1,6,3,26,3,0,101,90015.24302,2
1,6,2,27,1,0,84,83118.76815,2
1,6,2,25,2,1,155,105240.5699,2
1,6,3,26,1,0,124,93297.59954,2
1,6,4,25,2,0,150,104445.3197,2
1,6,3,25,2,0,124,115536.7227,2
1,6,5,25,3,0,82,101138.5384,2
1,7,5,25,1,0,55,98853.58668,2
1,6,4,25,2,0,80,77000.73431,1
1,6,3,26,2,0,88,90589.23526,2
1,6,6,26,1,0,44,87903.69764,2
0,5,3,26,1,0,115,112377.2242,2
1,7,3,25,3,0,63,100777.9498,2
0,5,4,26,3,0,141,107652.5256,2
1,6,2,26,2,0,118,104287.259,2
1,7,5,25,1,0,101,99269.40647,2
1,7,3,25,3,0,77,81852.55675,2
1,6,4,26,2,0,105,111017.2998,2
1,6,2,26,2,0,84,111722.5414,2
1,7,2,25,3,1,57,88884.59884,2
1,6,4,26,1,0,124,93099.2894,2
0,4,2,26,3,0,136,92791.7672,2
0,5,2,26,2,0,119,88873.58314,2
1,6,2,25,1,0,88,83008.07316,2
0,5,2,26,1,0,82,78557.00534,1
1,6,5,25,1,0,60,102232.4394,2
0,5,2,25,1,0,105,82876.76252,2
1,6,5,25,1,0,75,90461.30336,2
0,5,3,26,1,0,93,114746.56,2
1,6,3,26,2,1,120,95989.13197,2
1,7,6,27,3,0,83,104666.014,2
0,5,3,26,1,0,75,112981.3902,2
1,6,5,26,1,0,125,127467.3963,3
1,6,2,26,3,0,87,87363.4691,2
0,5,2,26,3,0,104,101991.9993,2
0,5,2,26,2,0,76,100106.8803,2
1,7,3,25,2,0,63,124843.5098,3
1,6,4,26,2,0,146,125208.6877,3
0,4,5,27,3,0,50,106493.877,2
0,4,2,26,2,0,114,129160.658,3
1,6,4,26,2,0,89,102997.2947,2
1,6,2,25,1,0,97,83259.81509,2
1,6,5,26,1,0,110,87502.42523,2
1,7,2,25,1,0,49,110484.0061,2
1,6,2,26,1,0,84,100373.8877,2
1,6,3,27,1,0,132,121000.9005,3
1,6,2,26,2,0,138,85271.64462,2
1,7,3,25,2,0,108,113273.1436,2
1,6,4,25,2,0,126,89729.07782,2
0,5,3,26,2,0,123,92714.43112,2
0,5,1,25,2,0,78,104487.0168,2
1,6,3,26,2,0,111,84377.78571,2
1,6,2,25,3,0,116,95021.50202,2
1,8,4,26,3,0,109,89968.37661,2
0,4,2,26,2,0,103,85859.47863,2
1,6,3,25,2,0,117,75722.56499,1
1,7,6,28,1,0,76,75254.21468,1
1,6,5,26,2,0,106,99759.37878,2
1,7,5,26,1,0,112,94834.36444,2
1,6,4,25,1,0,72,82240.67732,2
1,6,3,25,1,0,140,101988.273,2
0,4,1,26,1,1,115,80955.59979,2
0,5,3,26,2,0,77,103656.1706,2
0,5,3,25,1,0,116,79387.16955,1
1,7,2,25,1,0,104,122189.5395,3
1,6,4,26,1,0,94,102136.8224,2
1,6,5,25,2,0,57,87020.46603,2
1,6,3,25,2,0,115,103798.3286,2
1,7,4,25,1,0,77,96286.31582,2
0,5,3,26,1,0,122,117640.4959,2
1,7,4,25,1,0,92,101729.4505,2
1,7,5,25,3,0,101,120563.8719,3
1,6,4,26,2,0,109,96265.87626,2
1,6,5,26,2,0,80,106637.5597,2
1,6,2,25,3,0,94,104757.0675,2
1,7,4,25,1,0,151,120866.952,3
0,5,3,26,2,0,117,87691.59358,2
1,6,3,25,2,0,135,83081.10662,2
1,7,3,25,2,0,114,90279.9997,2
1,6,1,26,1,0,120,83140.0746,2
1,7,4,26,3,0,134,99101.98295,2
0,4,5,26,1,0,87,76728.02276,1
1,6,4,25,1,0,64,82549.11258,2
0,5,2,26,1,0,97,86573.80521,2
1,8,5,26,1,1,99,104995.3286,2
0,5,2,26,3,0,100,77484.60743,1
0,5,1,27,1,0,70,81724.91001,2
1,6,5,26,3,1,115,116674.1536,2
1,7,4,26,2,0,73,131440.8378,3
0,5,2,25,2,0,129,114518.0512,2
1,7,3,25,1,0,108,103436.0067,2
1,6,5,26,1,0,116,95808.76738,2
1,6,1,26,1,0,183,97268.40998,2
1,6,2,25,1,0,95,97202.9049,2
1,6,2,26,1,0,83,71119.56396,1
1,6,4,26,2,0,64,129301.0419,3
1,6,3,25,1,0,109,96588.19699,2
1,6,3,25,1,0,103,103910.3767,2
1,7,3,25,3,0,88,82740.10212,2
1,7,4,26,2,0,131,85774.66397,2
1,6,5,26,1,1,117,101802.159,2
1,7,3,26,1,0,106,87903.3682,2
1,6,4,26,2,1,119,91684.68822,2
1,6,2,25,2,0,105,104972.9728,2
1,8,4,26,1,0,89,84146.84246,2
1,6,3,26,2,0,110,88216.72775,2
1,7,6,26,1,1,108,75987.75732,1
1,6,2,25,1,0,80,63104.2637,1
1,6,3,26,1,0,131,103151.6313,2
1,6,2,26,2,0,57,96885.41401,2
1,7,5,25,2,0,67,99707.87962,2
0,5,3,26,2,0,123,108925.2054,2
1,7,5,26,1,0,82,90261.35486,2
1,6,3,26,3,0,85,105183.5891,2
1,6,3,25,2,0,96,96933.1733,2
1,6,3,25,1,0,76,109676.9718,2
1,6,5,25,2,0,141,96648.87625,2
0,5,3,25,1,0,77,101455.1337,2
1,6,3,26,1,0,103,112101.8604,2
1,6,4,25,3,0,66,55573.0869,1
1,6,4,26,1,0,86,83504.22052,2
1,6,3,26,1,0,96,88591.17421,2
1,6,4,25,1,0,84,104926.2049,2
0,5,4,26,3,0,144,83883.35337,2
1,7,2,25,3,0,75,100994.8123,2
1,6,5,26,2,0,107,117609.0207,2
1,6,3,25,2,0,83,108535.5941,2
1,6,5,26,1,0,70,109992.4173,2
1,7,2,26,2,0,76,115312.0112,2
1,7,4,26,2,0,149,73771.17426,1
0,4,4,25,1,0,69,131124.911,3
1,7,5,26,1,1,115,109875.0092,2
1,8,4,25,3,0,90,113492.2416,2
0,5,4,26,1,0,64,104755.193,2
1,8,5,25,1,0,84,119255.5687,2
1,6,2,25,1,0,86,114863.9463,2
0,4,4,25,1,0,61,94173.29705,2
1,6,2,26,1,0,112,85183.03482,2
1,6,4,25,3,0,101,103402.5641,2
0,4,3,25,2,0,154,111018.3219,2
0,5,3,25,1,0,112,82403.25379,2
0,5,2,26,3,0,145,77427.87526,1
0,5,2,26,1,0,74,72712.66324,1
1,7,5,26,3,0,84,92658.811,2
1,6,4,25,2,0,107,90818.81879,2
1,6,3,25,2,0,98,125330.5108,3
0,5,4,26,1,0,104,99554.11204,2
0,5,2,26,1,0,16,96913.36661,2
1,6,4,25,2,0,74,79969.33126,1
1,6,3,26,1,0,85,106093.3117,2
0,5,4,26,1,0,107,73053.84354,1
0,5,4,25,2,1,86,91878.40192,2
1,6,5,26,1,0,86,92415.36776,2
0,5,2,25,2,0,82,73005.16568,1
1,7,5,26,1,0,89,98748.32357,2
1,7,3,25,1,0,100,116195.7765,2
1,6,3,26,2,0,79,111304.8384,2
1,6,3,25,1,0,101,106394.686,2
0,5,3,26,2,0,112,99742.59709,2
1,7,5,26,2,0,131,86738.64139,2
1,6,5,26,1,0,59,121225.4761,3
0,5,3,25,1,0,71,105843.879,2
1,6,2,25,2,0,73,118823.0269,2
0,5,2,26,1,0,120,116974.6201,2
1,6,2,26,2,1,84,93714.98189,2
0,5,4,25,3,0,114,93597.21049,2
1,7,3,25,1,0,111,120639.8844,3
1,7,4,26,2,0,99,108079.9277,2
1,6,2,26,2,0,126,113052.4368,2
0,5,2,26,3,1,111,119886.9312,2
1,6,2,26,1,0,59,81811.05559,2
0,5,2,26,2,0,138,86765.22588,2
1,6,5,26,1,0,112,105217.9088,2
1,7,2,25,1,0,99,124560.0803,3
1,8,4,25,3,0,95,106998.0647,2
0,5,3,26,1,0,86,117965.525,2
1,6,1,26,2,0,124,99128.17734,2
0,5,2,26,2,0,109,132102.1657,3
0,4,1,26,1,0,72,109270.3779,2
1,6,5,26,1,0,94,93662.35289,2
1,7,6,26,1,0,146,87447.10883,2
0,5,1,25,3,0,89,114814.6452,2
0,5,2,26,1,0,64,91097.98024,2
1,7,2,25,1,0,106,91873.71188,2
1,7,2,25,2,0,109,113086.0428,2
0,5,3,26,3,0,73,92238.84939,2
1,6,1,26,1,0,111,100797.7876,2
1,7,4,25,1,0,69,93399.59257,2
0,5,4,25,2,0,42,125595.1464,3
1,7,3,26,3,0,101,86386.61568,2
0,5,2,26,2,0,118,103781.764,2
0,5,3,26,1,0,103,101909.3353,2
1,8,5,26,1,0,95,96558.45759,2
1,6,3,25,1,0,88,83632.47388,2
1,6,2,26,1,0,70,122487.4324,3
1,6,3,26,3,1,62,86692.12226,2
0,5,2,25,2,0,93,91921.04057,2
0,5,2,27,1,0,81,111700.6448,2
1,7,4,25,1,0,48,107925.3224,2
1,6,4,26,1,0,147,81657.12211,2
0,5,1,26,2,0,115,83752.99419,2
1,7,5,25,1,0,47,96880.13362,2
0,5,2,26,2,0,30,112169.1586,2
1,6,4,25,3,0,102,93009.11875,2
0,5,3,26,3,0,131,119546.121,2
1,7,4,25,1,1,140,91337.63703,2
1,6,3,25,1,0,101,117984.954,2
0,5,3,26,2,1,90,78155.9848,1
0,5,1,25,2,0,80,75161.24626,1
1,6,3,26,2,0,138,100279.0876,2
1,7,4,25,3,0,105,117870.7558,2
0,5,2,25,1,0,83,96800.40449,2
1,6,2,25,1,0,120,80521.80818,2
1,7,4,25,2,0,116,91541.0129,2
1,8,5,27,3,0,64,106299.348,2
0,5,3,26,1,0,103,130598.6749,3
1,6,3,26,1,0,59,87741.29951,2
1,6,1,25,2,0,120,99483.01157,2
1,6,4,25,2,0,54,82863.24886,2
1,6,4,25,2,0,106,105962.5183,2
0,5,2,26,1,0,91,92076.94964,2
0,5,2,25,3,0,104,98751.0089,2
1,6,2,26,2,0,116,96586.30462,2
0,5,4,26,3,0,56,98959.55697,2
0,5,2,26,1,0,84,91111.83798,2
1,6,2,25,1,0,115,63668.41685,1
1,6,2,26,2,0,85,119897.5345,2
1,6,2,25,1,0,81,101588.0692,2
1,7,1,25,2,0,121,119687.9931,2
0,5,3,26,3,0,81,123135.9047,3
1,7,4,25,3,0,87,84851.70333,2
0,5,5,26,2,0,116,113816.7937,2
1,6,2,26,1,0,134,95031.09883,2
1,6,4,25,2,1,98,81076.96106,2
1,7,6,25,1,0,73,110936.4229,2
1,6,3,25,1,0,77,86138.59992,2
1,6,3,26,1,0,91,91133.70186,2
1,6,5,25,2,0,152,102617.1755,2
1,6,5,25,2,0,120,93806.44613,2
1,7,2,25,3,0,84,81226.28061,2
1,6,3,25,1,0,148,94141.69608,2
1,7,6,26,3,0,119,108488.5709,2
0,5,5,26,1,0,143,97317.06754,2
1,6,3,26,2,0,69,91274.6575,2
0,4,3,25,2,0,132,101467.1736,2
1,6,3,25,3,1,127,98654.01449,2
1,6,5,26,1,0,118,85064.42485,2
1,6,3,26,1,0,109,90240.95894,2
0,4,2,27,1,1,94,106256.5444,2
0,4,3,26,1,1,91,75422.19622,1
1,6,3,25,1,0,96,110407.7402,2
0,5,4,26,3,0,129,100459.3543,2
1,6,3,25,1,1,101,82767.48767,2
0,5,1,25,2,0,81,98528.72395,2
1,7,3,25,2,0,92,80649.33995,2
1,7,4,25,2,0,106,106992.2393,2
0,4,3,29,1,0,154,102911.2855,2
0,4,2,26,1,0,103,109233.4631,2
1,6,5,25,3,0,78,109444.398,2
0,5,2,25,3,0,103,85016.20248,2
1,7,2,25,3,0,85,106720.9206,2
1,6,3,25,2,0,89,114480.1869,2
1,6,5,26,1,0,142,119542.9364,2
1,6,5,26,2,0,97,96360.02515,2
1,7,5,25,2,0,99,96152.10774,2
0,5,2,27,1,1,135,116489.5263,2
0,5,2,26,2,1,77,111610.5431,2
0,5,3,25,1,0,91,98832.42233,2
0,5,2,27,3,0,105,95508.19809,2
0,5,2,26,1,0,86,95489.13206,2
1,8,5,26,3,1,81,75514.69959,1
1,6,2,25,1,0,83,111604.1521,2
1,6,4,26,1,1,103,84739.82846,2
1,8,1,25,2,0,104,107527.7721,2
0,5,2,27,2,0,56,70250.27778,1
1,6,5,25,1,0,99,108150.8946,2
1,6,2,26,2,0,92,99656.44383,2
0,5,2,25,3,0,89,106128.9109,2
1,6,5,26,2,0,137,94302.26634,2
0,5,2,26,3,0,87,104883.4923,2
0,4,3,26,1,0,83,93862.59524,2
1,6,5,25,2,1,132,89347.81778,2
0,4,2,26,1,0,94,74115.08717,1
1,6,3,25,1,0,68,93642.20221,2
0,5,2,26,1,0,75,100888.7787,2
1,6,4,25,2,0,89,121912.8418,3
1,6,2,25,3,0,66,104038.1618,2
1,6,4,26,1,0,105,69133.50374,1
1,6,3,25,2,0,116,73515.45335,1
0,5,4,26,3,0,79,121312.9766,3
1,6,5,26,1,0,92,102091.6622,2
0,5,2,26,1,0,112,103688.5626,2
0,5,3,26,2,0,104,109813.2964,2
1,6,2,25,1,0,100,93323.28097,2
1,7,2,25,1,0,133,97957.71367,2
1,6,2,25,1,0,98,82054.32843,2
0,5,2,25,2,0,142,107490.348,2
0,5,2,26,3,0,77,63639.60175,1
1,6,2,26,1,0,84,109113.222,2
1,6,2,25,1,0,118,91351.91535,2
1,6,3,26,3,0,74,94259.2334,2
1,6,5,25,1,1,58,92916.50986,2
1,6,3,25,2,0,93,119299.7505,2
0,5,4,25,3,0,115,90487.13361,2
0,4,3,26,1,0,124,85906.79584,2
1,6,3,26,1,0,79,109653.1005,2
1,6,1,25,3,0,90,77513.74701,1
1,6,2,26,1,0,75,85519.78596,2
0,5,2,25,2,0,110,80288.30379,2
0,3,4,26,3,0,60,117330.9716,2
1,6,2,26,3,0,134,89311.21402,2
1,7,4,25,2,0,74,95057.13784,2
1,6,3,25,1,0,95,101732.7649,2
0,5,2,26,3,0,118,101606.3418,2
0,5,2,25,1,0,117,89656.57135,2
0,5,2,26,2,0,101,92624.32485,2
1,6,5,27,3,0,88,125060.5359,3
0,5,2,26,1,0,131,118317.5127,2
1,6,3,25,1,0,119,104420.204,2
1,8,5,27,2,0,78,97720.80673,2
1,6,2,26,1,0,98,110804.8285,2
0,5,1,25,1,0,98,79521.97122,1
1,7,5,25,2,0,71,67339.54678,1
0,5,2,25,1,0,102,94985.91636,2
1,6,2,26,1,0,139,94766.46844,2
1,7,5,25,2,0,101,123816.0749,3
0,5,3,25,3,0,124,110798.4969,2
0,5,6,27,2,0,81,83871.6931,2
1,7,4,25,3,0,74,97082.61832,2
1,6,3,25,1,0,91,97155.36791,2
1,6,2,26,1,0,122,81183.3735,2
1,7,5,26,2,0,88,81175.85444,2
0,5,3,25,1,0,116,94852.9462,2
1,6,5,26,1,0,63,95078.00503,2
1,7,4,26,2,0,68,100705.9837,2
1,6,3,25,1,0,76,101100.8629,2
1,6,4,25,1,0,131,109032.8166,2
1,7,3,25,1,0,98,126744.2229,3
1,7,4,25,1,0,110,90421.44991,2
1,7,3,25,1,0,121,63886.99985,1
1,6,3,26,2,1,101,103100.6068,2
1,7,3,25,2,0,135,107562.448,2
1,6,3,25,2,0,118,97461.13714,2
1,6,2,25,2,0,95,122342.0076,3
1,7,5,27,1,0,132,123868.0892,3
0,5,2,27,3,0,79,102303.5375,2
1,6,2,25,1,0,117,112193.6384,2
1,6,5,26,3,0,54,82525.28816,2
1,6,4,25,2,1,74,110992.191,2
0,5,2,26,2,0,85,98673.01293,2
1,8,3,25,2,0,63,98937.55889,2
0,5,1,26,1,0,128,99080.26112,2
0,4,4,26,2,0,122,108201.4553,2
0,5,1,26,1,0,96,138184.8712,3
0,4,4,25,1,0,100,107673.3645,2
1,7,3,25,2,0,149,97952.73812,2
0,5,5,26,1,0,68,105166.2047,2
0,5,3,25,1,1,58,97455.83925,2
1,6,3,25,1,0,115,112610.0487,2
0,5,1,26,1,0,62,69688.6394,1
0,5,1,25,1,0,121,87813.47624,2
0,5,3,26,1,0,56,100442.4323,2
1,7,6,26,2,0,82,97997.94955,2
0,5,2,26,2,0,92,107038.4725,2
0,5,4,27,1,0,90,119723.1544,2
0,4,2,26,3,0,84,101892.1187,2
0,5,2,26,1,0,117,130864.6491,3
0,4,4,25,2,0,100,100457.2212,2
0,4,1,26,1,0,113,78792.72398,1
1,8,4,26,3,1,72,88889.97041,2
1,6,4,26,1,0,89,102336.0178,2
1,7,5,26,1,0,76,108692.6267,2
1,7,5,26,1,0,84,118527.9483,2
1,6,2,25,2,0,103,110693.8148,2
0,5,2,26,1,0,113,103469.3741,2
1,7,3,25,3,0,92,89990.33582,2
1,6,3,25,3,1,117,82536.70684,2
1,6,3,26,2,0,113,113616.4531,2
1,6,1,26,1,0,109,99406.28645,2
1,6,3,27,1,0,168,131451.0131,3
0,5,2,26,1,0,75,96566.46198,2
0,5,3,26,1,0,131,77796.78685,1
1,7,3,25,1,0,95,92488.15335,2
0,4,3,27,2,0,116,118856.7343,2
1,7,4,26,2,1,102,88277.06601,2
0,5,3,25,2,0,100,100253.4179,2
1,7,2,25,1,0,57,98174.38573,2
0,3,3,26,3,0,86,83561.52756,2
0,5,2,27,1,0,111,99704.45928,2
0,4,4,26,1,0,89,81951.61932,2
1,6,3,26,1,1,111,110714.008,2
1,7,5,26,1,0,73,100688.3902,2
0,5,1,26,1,0,120,98850.51393,2
1,7,3,25,2,0,68,106987.477,2
0,5,1,26,1,0,122,89407.59666,2
1,7,2,26,2,0,151,90927.04777,2
1,7,3,26,1,0,77,111504.7447,2
1,6,1,26,1,0,122,119439.6804,2
0,5,2,26,1,0,107,95863.82218,2
1,6,2,26,2,0,141,82964.30386,2
1,8,3,26,1,0,108,110231.9608,2
1,7,5,26,1,0,164,130371.0002,3
0,5,3,26,1,0,92,72320.17027,1
1,6,4,25,2,0,112,116292.6369,2
1,8,4,26,1,0,116,77125.82459,1
1,7,4,26,2,0,85,95691.7917,2
1,8,5,26,2,0,115,81463.12174,2
0,5,1,25,1,0,116,116208.1083,2
1,6,1,26,3,0,52,92538.39772,2
0,5,3,26,1,0,168,102396.5813,2
1,6,3,25,1,0,67,105802.8433,2
1,6,4,26,2,0,85,109271.6129,2
1,6,4,26,2,0,112,92002.33283,2
1,7,6,25,1,0,108,112990.9565,2
1,6,3,25,2,0,33,118144.0988,2
0,5,2,25,1,0,70,90321.07181,2
0,5,2,25,1,0,79,100567.1779,2
0,4,3,26,2,0,108,98234.88045,2
0,5,3,25,2,0,108,87612.45583,2
1,6,4,26,1,0,97,107190.3939,2
0,5,5,26,1,0,129,119175.417,2
1,6,5,25,1,0,79,96771.5128,2
1,6,4,25,1,0,133,106478.641,2
1,6,2,26,1,1,93,88021.82902,2
1,6,5,25,1,0,87,107563.5999,2
1,6,3,25,1,0,92,101153.8501,2
0,5,1,26,1,0,144,111443.3254,2
1,6,3,26,3,0,109,113448.3095,2
1,7,4,26,1,0,113,107436.8882,2
1,6,6,26,1,0,33,89161.78111,2
1,6,4,26,2,0,99,89251.06662,2
0,4,3,25,2,0,73,115647.07,2
1,6,3,25,3,0,60,84158.21875,2
1,8,6,26,1,1,73,85879.28846,2
0,5,2,27,1,0,123,80068.51279,2
0,4,3,26,3,0,125,104950.0048,2
1,7,6,26,3,0,88,122572.4923,3
1,6,2,26,1,0,144,105983.9053,2
1,6,5,26,1,0,101,93867.85558,2
0,5,3,26,2,0,54,107442.8507,2
1,6,2,25,3,1,153,91352.35918,2
1,6,4,25,1,0,73,115328.3421,2
1,6,2,25,1,0,108,95599.66076,2
1,6,4,26,1,0,114,109137.8712,2
0,5,1,25,2,0,74,90951.14529,2
0,5,3,26,2,0,158,125139.4799,3
1,6,2,25,1,0,134,105319.4792,2
0,4,3,25,2,0,151,81622.62327,2
1,7,4,26,2,0,90,106790.9515,2
0,4,2,26,2,0,141,68429.11235,1
1,6,3,25,1,0,109,111806.2063,2
1,7,4,26,2,1,102,81405.98594,2
0,5,2,26,3,1,63,108419.977,2
1,6,3,26,3,0,100,92843.46345,2
1,6,5,26,2,0,94,91152.89512,2
1,6,2,25,2,1,62,109130.5801,2
1,6,2,25,2,0,106,92818.24993,2
0,4,3,26,2,0,109,83715.987,2
1,6,2,25,1,0,92,99188.17097,2
1,6,5,26,1,0,114,87722.28994,2
0,5,2,26,2,0,135,104419.6202,2
1,6,1,25,1,0,152,98993.17679,2
1,6,5,26,2,0,122,103539.2699,2
1,7,3,25,1,0,113,105031.4843,2
1,7,5,26,2,0,100,108796.6807,2
1,7,5,26,2,0,87,68929.9396,1
0,5,2,26,3,0,128,103997.974,2
0,5,2,26,1,0,95,118106.7885,2
1,6,3,26,3,1,108,117054.9822,2
1,6,2,25,3,0,108,91578.00084,2
1,6,3,25,1,0,86,86848.56297,2
0,5,3,25,1,0,95,104101.2154,2
0,5,1,25,1,0,110,106556.6033,2
1,6,3,26,2,0,110,108679.3086,2
1,7,4,25,2,0,75,84743.61018,2
1,6,3,26,2,0,154,95938.89117,2
1,6,3,25,3,0,129,88793.58733,2
1,6,4,25,1,0,105,90736.16638,2
1,6,3,25,3,0,96,91270.11932,2
1,6,6,26,2,0,144,78455.4493,1
1,7,2,25,2,0,47,107997.2047,2
1,7,4,26,1,0,43,93123.58679,2
0,4,4,26,2,0,111,88623.96654,2
0,5,2,26,2,0,57,94751.99962,2
1,6,3,25,2,0,66,80702.62093,2
1,8,3,25,1,0,114,105372.446,2
1,7,4,25,1,0,67,94832.2261,2
1,6,5,26,1,0,79,111528.9453,2
1,7,6,26,2,0,132,83441.48968,2
0,5,1,26,1,0,67,116703.8768,2
1,6,2,26,1,0,64,73349.0729,1
1,6,2,25,3,0,115,123963.523,3
0,5,2,26,2,0,92,108534.8811,2
0,4,2,25,1,0,82,113915.7661,2
0,5,3,26,1,0,114,138577.7863,3
1,7,3,26,2,0,77,109436.7272,2
1,9,5,26,3,0,65,111589.6752,2
1,6,5,25,1,0,83,90302.98034,2
1,6,3,25,1,0,77,101480.8386,2
0,5,2,26,1,0,116,117406.796,2
0,5,2,26,2,1,111,108360.1985,2
1,7,3,25,3,1,123,102637.6645,2
1,6,5,27,1,0,115,103729.3897,2
1,6,4,25,2,0,73,79299.7563,1
0,5,2,27,1,1,112,82452.02189,2
0,5,2,27,3,0,89,99334.18441,2
0,5,2,26,2,0,98,110728.9689,2
1,6,3,26,2,0,115,133101.8558,3
1,6,2,26,2,0,146,82820.74685,2
1,7,3,26,3,0,39,79146.97414,1
1,7,4,25,2,0,62,109521.9411,2
1,6,2,26,3,0,98,88557.67372,2
1,6,2,26,3,0,90,91780.15459,2
0,5,3,25,1,0,107,89250.4174,2
1,6,3,25,1,0,134,103498.287,2
1,7,6,25,2,0,86,107561.223,2
1,7,4,26,2,0,68,94192.41499,2
0,5,2,26,3,0,68,104623.5866,2
1,6,3,25,1,0,92,113305.0609,2
1,6,2,26,3,0,116,106120.2959,2
0,5,2,26,1,0,92,140881.296,3
1,6,3,26,3,0,95,100911.5544,2
1,6,3,26,1,0,93,79608.82669,1
1,6,2,26,1,0,96,102416.021,2
1,6,2,25,1,0,84,126210.8322,3
1,7,3,25,2,0,151,118350.7161,2
1,6,4,25,1,0,84,132281.2332,3
1,7,5,26,2,0,117,117303.2173,2
1,6,2,25,3,1,93,75591.68923,1
1,6,2,25,1,0,96,102301.9837,2
1,8,4,25,1,0,69,71420.39868,1
0,5,2,26,1,0,129,105043.5563,2
1,7,5,26,2,0,90,114941.4166,2
1,6,3,25,1,0,99,94535.56918,2
1,6,4,26,3,0,98,86899.21338,2
0,5,3,25,2,0,45,97876.53941,2
0,5,3,26,1,0,92,124072.0237,3
1,6,4,26,2,0,10,79485.51443,1
1,7,3,25,3,0,108,122396.8991,3
